Team,Year,Player Name,Player Position
buffalo-bills,2012,Kyle Moore,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
buffalo-bills,2012,Brian Moorman,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
buffalo-bills,2012,Kirk Morrison,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2012,David Nelson,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2012,Erik Pears,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2012,John Potter,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
buffalo-bills,2012,Shawn Powell,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
buffalo-bills,2012,Chad Rinehart,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2012,Justin Rogers,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Jay Ross,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2012,Garrison Sanborn,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
buffalo-bills,2012,Bryan Scott,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Chris Scott,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2012,Da'Norris Searcy,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Kelvin Sheppard,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2012,Mana Silva,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Brad Smith,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2012,Lee Smith,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
buffalo-bills,2012,David Snow,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
buffalo-bills,2012,C.J. Spiller,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
buffalo-bills,2012,Tyler Thigpen,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
buffalo-bills,2012,Torell Troup,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2012,Kraig Urbik,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2012,Thomas Welch,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2012,Reggie Wells,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2012,Chris White,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2012,Johnny White,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
buffalo-bills,2012,Aaron Williams,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Keith Williams,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2012,Kyle Williams,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2012,Mario Williams,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
buffalo-bills,2012,George Wilson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2012,Eric Wood,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
buffalo-bills,2012,Sam Young,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Joe Adams,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Mario Addison,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
carolina-panthers,2012,Frank Alexander,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
carolina-panthers,2012,Derek Anderson,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
carolina-panthers,2012,James Anderson,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Antwan Applewhite,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Thomas Austin,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
carolina-panthers,2012,Gary Barnidge,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
carolina-panthers,2012,Jon Beason,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Byron Bell,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Jeremy Bridges,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Richie Brockel,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
carolina-panthers,2012,Jeff Byers,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
carolina-panthers,2012,Bruce Campbell,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
carolina-panthers,2012,D.J. Campbell,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Nate Chandler,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Jimmy Clausen,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
carolina-panthers,2012,Thomas Davis,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,James Dockery,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Armanti Edwards,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Dwan Edwards,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
carolina-panthers,2012,Ron Edwards,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
carolina-panthers,2012,Sione Fua,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
carolina-panthers,2012,Chris Gamble,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Graham Gano,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
carolina-panthers,2012,David Gettis,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Charles Godfrey,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Jordan Gross,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Geoff Hangartner,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
carolina-panthers,2012,Greg Hardy,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
carolina-panthers,2012,Ben Hartsock,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
carolina-panthers,2012,Hayworth Hicks,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
carolina-panthers,2012,Doug Hogue,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,J.J. Jansen,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
carolina-panthers,2012,Charles Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
carolina-panthers,2012,Colin Jones,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Ryan Kalil,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
carolina-panthers,2012,Frank Kearse,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
carolina-panthers,2012,Thomas Keiser,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Luke Kuechly,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Brandon LaFell,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Sherrod Martin,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Justin Medlock,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
carolina-panthers,2012,Captain Munnerlyn,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Louis Murphy,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Haruki Nakamura,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Andre Neblett,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
carolina-panthers,2012,Nate Ness,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Cam Newton,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
carolina-panthers,2012,Josh Norman,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Brad Nortman,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
carolina-panthers,2012,Greg Olsen,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
carolina-panthers,2012,Kenny Onatolu,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Ron Parker,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Jason Phillips,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Kealoha Pilares,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Mike Pollak,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
carolina-panthers,2012,Tauren Poole,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
carolina-panthers,2012,Anderson Russell,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Jordan Senn,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Amini Silatolu,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
carolina-panthers,2012,Armond Smith,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
carolina-panthers,2012,Steve Smith,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
carolina-panthers,2012,Jonathan Stewart,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
carolina-panthers,2012,Josh Thomas,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
carolina-panthers,2012,Mike Tolbert,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
carolina-panthers,2012,DeAngelo Williams,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
carolina-panthers,2012,Garry Williams,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
carolina-panthers,2012,Jason Williams,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
carolina-panthers,2012,Zack Williams,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Kyle Adams,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
chicago-bears,2012,Armando Allen,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Joseph Anderson,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Kahlil Bell,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Earl Bennett,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Zack Bowman,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Cory Brandon,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
chicago-bears,2012,Lance Briggs,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,James Brown,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
chicago-bears,2012,Michael Bush,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Jason Campbell,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
chicago-bears,2012,Gabe Carimi,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
chicago-bears,2012,Nate Collins,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
chicago-bears,2012,Christopher Conte,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Blake Costanzo,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Jay Cutler,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
chicago-bears,2012,Kellen Davis,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
chicago-bears,2012,Dom DeCicco,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Matt Forte,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Jerry Franklin,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Roberto Garza,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Robbie Gould,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
chicago-bears,2012,Brandon Hardin,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Kelvin Hayden,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Geno Hayes,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Devin Hester,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Israel Idonije,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
chicago-bears,2012,Alshon Jeffery,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Tim Jennings,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Lance Louis,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Patrick Mannelly,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
chicago-bears,2012,Olindo Mare,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
chicago-bears,2012,Brandon Marshall,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Shea McClellin,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Josh McCown,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
chicago-bears,2012,Sherrick McManis,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Henry Melton,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
chicago-bears,2012,D.J. Moore,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Troy Nolan,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Amobi Okoye,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
chicago-bears,2012,Cheta Ozougwu,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
chicago-bears,2012,Stephen Paea,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
chicago-bears,2012,Julius Peppers,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
chicago-bears,2012,Adam Podlesh,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
chicago-bears,2012,Chilo Rachal,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Nick Roach,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Evan Rodriguez,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Dane Sanzenbacher,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Jonathan Scott,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
chicago-bears,2012,Matt Spaeth,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
chicago-bears,2012,Chris Spencer,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
chicago-bears,2012,Craig Steltz,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,J.T. Thomas,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Charles Tillman,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,Matt Toeaina,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
chicago-bears,2012,Patrick Trahan,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Harvey Unga,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
chicago-bears,2012,Brian Urlacher,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
chicago-bears,2012,Anthony Walters,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
chicago-bears,2012,J'Marcus Webb,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
chicago-bears,2012,Eric Weems,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
chicago-bears,2012,Chris Williams,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Edwin Williams,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
chicago-bears,2012,Corey Wootton,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
chicago-bears,2012,Major Wright,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Jason Allen,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Jamaal Anderson,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cincinnati-bengals,2012,Geno Atkins,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cincinnati-bengals,2012,Armon Binns,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Clint Boling,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
cincinnati-bengals,2012,Josh Brown,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
cincinnati-bengals,2012,Vontaze Burfict,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Orson Charles,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
cincinnati-bengals,2012,Nate Clements,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Anthony Collins,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
cincinnati-bengals,2012,John Conner,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Kyle Cook,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
cincinnati-bengals,2012,Chris Crocker,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Andy Dalton,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
cincinnati-bengals,2012,Carlos Dunlap,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cincinnati-bengals,2012,Tony Dye,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Jeff Faine,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
cincinnati-bengals,2012,Robert Geathers,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cincinnati-bengals,2012,Brandon Ghee,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Wallace Gilberry,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cincinnati-bengals,2012,Bruce Gradkowski,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
cincinnati-bengals,2012,A.J. Green,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,BenJarvus Green-Ellis,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Jermaine Gresham,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
cincinnati-bengals,2012,Leon Hall,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Clark Harris,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
cincinnati-bengals,2012,Andrew Hawkins,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Dan Herron,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Thomas Howard,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Kevin Huber,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
cincinnati-bengals,2012,George Iloka,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Michael Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cincinnati-bengals,2012,Adam Jones,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Marvin Jones,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Dre Kirkpatrick,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Emmanuel Lamur,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Manny Lawson,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Brian Leonard,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Chris Lewis-Harris,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Rey Maualuga,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Taylor Mays,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Jeromy Miles,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Dontay Moch,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Roddrick Muckelroy,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Reggie Nelson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Terence Newman,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Mike Nugent,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
cincinnati-bengals,2012,Cedric Peerman,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Domata Peko,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cincinnati-bengals,2012,Shaun Prater,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Chris Pressley,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Richard Quinn,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
cincinnati-bengals,2012,Vincent Rey,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Trevor Robinson,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
cincinnati-bengals,2012,Taveon Rogers,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Dennis Roland,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
cincinnati-bengals,2012,Robert Sands,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cincinnati-bengals,2012,Mohamed Sanu,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Dane Sanzenbacher,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Bernard Scott,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cincinnati-bengals,2012,Pat Sims,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cincinnati-bengals,2012,Dan Skuta,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cincinnati-bengals,2012,Andre Smith,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
cincinnati-bengals,2012,Devon Still,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cincinnati-bengals,2012,Brandon Tate,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Brandon Thompson,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cincinnati-bengals,2012,Ryan Whalen,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cincinnati-bengals,2012,Andrew Whitworth,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
cincinnati-bengals,2012,Kevin Zeitler,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
cleveland-browns,2012,Emmanuel Acho,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Johnson Bademosi,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cleveland-browns,2012,Travis Benjamin,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cleveland-browns,2012,Sheldon Brown,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cleveland-browns,2012,Jordan Cameron,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
cleveland-browns,2012,Tank Carder,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Josh Cooper,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cleveland-browns,2012,Oniel Cousins,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
cleveland-browns,2012,Joshua Cribbs,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cleveland-browns,2012,Hall Davis,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cleveland-browns,2012,Phil Dawson,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
cleveland-browns,2012,Auston English,"<div class=""td w10 rostercell_pos hidden-xs"">DL</div>"
cleveland-browns,2012,L.J. Fort,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Scott Fujita,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Tashaun Gipson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cleveland-browns,2012,Chris Gocong,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Josh Gordon,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cleveland-browns,2012,John Greco,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
cleveland-browns,2012,Joe Haden,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cleveland-browns,2012,Eric Hagg,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
cleveland-browns,2012,Montario Hardesty,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cleveland-browns,2012,Reggie Hodges,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
cleveland-browns,2012,John Hughes,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
cleveland-browns,2012,Brandon Jackson,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
cleveland-browns,2012,D'Qwell Jackson,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,James-Michael Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
cleveland-browns,2012,Josh Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
cleveland-browns,2012,Ishmaa'ily Kitchen,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
cleveland-browns,2012,Shawn Lauvao,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
cleveland-browns,2012,Thaddeus Lewis,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
cleveland-browns,2012,Greg Little,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
cleveland-browns,2012,Alex Mack,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
cleveland-browns,2012,Kaluka Maiava,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
