Team,Year,Player Name,Player Position
arizona-cardinals,2021,Robert Alford,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Zach Allen,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
arizona-cardinals,2021,Budda Baker,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Chris Banjo,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Kelvin Beachum,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Eno Benjamin,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
arizona-cardinals,2021,Breon Borders,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Aaron Brewer,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
arizona-cardinals,2021,Beau Brinkley,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
arizona-cardinals,2021,Zaven Collins,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,James Conner,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
arizona-cardinals,2021,Darrell Daniels,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Victor Dimukeje,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Michael Dogbe,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
arizona-cardinals,2021,Greg Dortch,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Chase Edmonds,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
arizona-cardinals,2021,Zach Ertz,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Tavien Feaster,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
arizona-cardinals,2021,Kylie Fitts,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Leki Fotu,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Max Garcia,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
arizona-cardinals,2021,Dennis Gardeck,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Markus Golden,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,A.J. Green,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Antonio Hamilton,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Sean Harlow,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
arizona-cardinals,2021,Demetrius Harris,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Marcus Henry,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
arizona-cardinals,2021,Jordan Hicks,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,DeAndre Hopkins,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Rodney Hudson,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
arizona-cardinals,2021,D.J. Humphries,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Andy Isabella,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Danny Isidora,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
arizona-cardinals,2021,Chandler Jones,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
arizona-cardinals,2021,Josh Jones,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Devon Kennard,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Zach Kerr,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Christian Kirk,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Rashard Lawrence,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Jonathan Ledbetter,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
arizona-cardinals,2021,Andy Lee,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
arizona-cardinals,2021,Koda Martin,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
arizona-cardinals,2021,Josh Mauro,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Colt McCoy,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
arizona-cardinals,2021,Trace McSorley,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
arizona-cardinals,2021,Joshua Miles,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Rondale Moore,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Byron Murphy,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Justin Murray,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Kyler Murray,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
arizona-cardinals,2021,Corey Peters,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Kevin Peterson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Jordan Phillips,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
arizona-cardinals,2021,Matt Prater,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
arizona-cardinals,2021,Justin Pugh,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
arizona-cardinals,2021,Isaiah Simmons,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Eric Smith,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
arizona-cardinals,2021,Chris Streveler,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
arizona-cardinals,2021,Deionte Thompson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Jalen Thompson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Ross Travis,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Ezekiel Turner,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Tanner Vallejo,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Joe Walker,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Jonathan Ward,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
arizona-cardinals,2021,Charles Washington,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,J.J. Watt,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
arizona-cardinals,2021,David Wells,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Antoine Wesley,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
arizona-cardinals,2021,Tahir Whitehead,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
arizona-cardinals,2021,Jace Whittaker,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,James Wiggins,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Maxx Williams,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
arizona-cardinals,2021,Marco Wilson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
arizona-cardinals,2021,Ryan Winslow,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
arizona-cardinals,2021,Brian Winters,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
atlanta-falcons,2021,Josh Andrews,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
atlanta-falcons,2021,Daren Bates,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Christian Blake,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Jonathan Bullard,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
atlanta-falcons,2021,Dustin Colquitt,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
atlanta-falcons,2021,John Cominsky,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
atlanta-falcons,2021,Brandon Copeland,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Drew Dalman,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
atlanta-falcons,2021,Frank Darby,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Marlon Davidson,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Mike Davis,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Tyeler Davison,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Emmanuel Ellerbee,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Dorian Etheridge,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Dante Fowler Jr.,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Feleipe Franks,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
atlanta-falcons,2021,Russell Gage,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Wayne Gallman,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Colby Gossett,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
atlanta-falcons,2021,Ta'Quon Graham,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Richie Grant,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,T.J. Green,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Darren Hall,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Marvin Hall,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Duron Harmon,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Erik Harris,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Josh Harris,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
atlanta-falcons,2021,Jaylinn Hawkins,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Matt Hennessy,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
atlanta-falcons,2021,Parker Hesse,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
atlanta-falcons,2021,Hayden Hurst,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
atlanta-falcons,2021,Grady Jarrett,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Deion Jones,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Luther Kirk,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Younghoe Koo,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
atlanta-falcons,2021,Rick Leonard,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
atlanta-falcons,2021,Chris Lindstrom,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
atlanta-falcons,2021,Jake Matthews,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
atlanta-falcons,2021,Jalen Mayfield,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
atlanta-falcons,2021,Kaleb McGary,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
atlanta-falcons,2021,Steven Means,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Fabian Moreau,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Thomas Morstead,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
atlanta-falcons,2021,Cameron Nizialek,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
atlanta-falcons,2021,Adetokunbo Ogundeji,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Isaiah Oliver,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Qadree Ollison,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Foyesade Oluokun,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Cordarrelle Patterson,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Mike Pennel,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Kyle Pitts,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
atlanta-falcons,2021,Calvin Ridley,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Josh Rosen,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
atlanta-falcons,2021,Anthony Rush,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Matt Ryan,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
atlanta-falcons,2021,Tajae Sharpe,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Kendall Sheffield,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Keith Smith,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Lee Smith,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
atlanta-falcons,2021,Jason Spriggs,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
atlanta-falcons,2021,A.J. Terrell,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Nick Thurman,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,Austin Trammell,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
atlanta-falcons,2021,Jacob Tuioti-Mariner,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
atlanta-falcons,2021,James Vaughters,"<div class=""td w10 rostercell_pos hidden-xs"">DL</div>"
atlanta-falcons,2021,Mykal Walker,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
atlanta-falcons,2021,Avery Williams,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
atlanta-falcons,2021,Shawn Williams,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Chris Williamson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
atlanta-falcons,2021,Olamide Zaccheaus,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Mark Andrews,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
baltimore-ravens,2021,Anthony Averett,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Rashod Bateman,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Le'Veon Bell,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Chris Board,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Tyus Bowser,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Miles Boykin,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Nick Boyle,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
baltimore-ravens,2021,Bradley Bozeman,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
baltimore-ravens,2021,Marquise Brown,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Josh Bynes,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Calais Campbell,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Trenton Cannon,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,James Carpenter,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
baltimore-ravens,2021,Chuck Clark,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Ben Cleveland,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
baltimore-ravens,2021,Trystan Colon-Castillo,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
baltimore-ravens,2021,Devin Duvernay,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,DeShon Elliott,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Justin Ellis,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Jaylon Ferguson,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
baltimore-ravens,2021,Devonta Freeman,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Malik Harrison,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Daelin Hayes,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Justin Houston,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Marlon Humphrey,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Tyler Huntley,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
baltimore-ravens,2021,Lamar Jackson,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
baltimore-ravens,2021,Robert Jackson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Tony Jefferson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Josh Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
baltimore-ravens,2021,Jaryd Jones-Smith,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Sam Koch,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
baltimore-ravens,2021,Anthony Levine,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Isaiah Mack,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Justin Madubuike,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Nate McCrary,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Reginald McKenzie,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
baltimore-ravens,2021,Pernell McPhee,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
baltimore-ravens,2021,Patrick Mekari,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Nick Moore,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
baltimore-ravens,2021,Latavius Murray,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Cedric Ogbuehi,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Josh Oliver,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
baltimore-ravens,2021,Jayson Oweh,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Tyre Phillips,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Tony Poljan,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
baltimore-ravens,2021,Ben Powers,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
baltimore-ravens,2021,James Proche,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Patrick Queen,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Patrick Ricard,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Jordan Richards,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Kevon Seymour,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,David Sharpe,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Andre Smith,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Jimmy Smith,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Ronnie Stanley,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Brandon Stephens,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Geno Stone,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Joe Thomas,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Eric Tomlinson,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
baltimore-ravens,2021,Justin Tucker,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
baltimore-ravens,2021,Alejandro Villanueva,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
baltimore-ravens,2021,Tylan Wallace,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Ar'Darius Washington,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Broderick Washington,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Sammy Watkins,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
baltimore-ravens,2021,Kristian Welch,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
baltimore-ravens,2021,Chris Westry,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Mazzi Wilkins,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Brandon Williams,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
baltimore-ravens,2021,Ty'Son Williams,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
baltimore-ravens,2021,Daryl Worley,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Tavon Young,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
baltimore-ravens,2021,Kevin Zeitler,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Mario Addison,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
buffalo-bills,2021,Josh Allen,"<div class=""td w10 rostercell_pos hidden-xs"">QB</div>"
buffalo-bills,2021,Eli Ankou,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2021,Carlos Basham,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Tyler Bass,"<div class=""td w10 rostercell_pos hidden-xs"">K</div>"
buffalo-bills,2021,Ryan Bates,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Cole Beasley,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Ike Boettger,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Matt Breida,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
buffalo-bills,2021,Spencer Brown,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2021,Brandin Bryant,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2021,Vernon Butler,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2021,Gabriel Davis,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Dion Dawkins,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2021,Stefon Diggs,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Tyrel Dodson,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Jamil Douglas,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Tommy Doyle,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2021,Tremaine Edmunds,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,A.J. Epenesa,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
buffalo-bills,2021,Jon Feliciano,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Reid Ferguson,"<div class=""td w10 rostercell_pos hidden-xs"">LS</div>"
buffalo-bills,2021,Cody Ford,"<div class=""td w10 rostercell_pos hidden-xs"">OG</div>"
buffalo-bills,2021,Joe Giles-Harris,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Reggie Gilliam,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
buffalo-bills,2021,Matt Haack,"<div class=""td w10 rostercell_pos hidden-xs"">P</div>"
buffalo-bills,2021,Damar Hamlin,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Bobby Hart,"<div class=""td w10 rostercell_pos hidden-xs"">OT</div>"
buffalo-bills,2021,Isaiah Hodgins,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Jerry Hughes,"<div class=""td w10 rostercell_pos hidden-xs"">DE</div>"
buffalo-bills,2021,Micah Hyde,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Dane Jackson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Jaquan Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Taron Johnson,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Taiwan Jones,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
buffalo-bills,2021,A.J. Klein,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Dawson Knox,"<div class=""td w10 rostercell_pos hidden-xs"">TE</div>"
buffalo-bills,2021,Jake Kumerow,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Cameron Lewis,"<div class=""td w10 rostercell_pos hidden-xs"">DB</div>"
buffalo-bills,2021,Star Lotulelei,"<div class=""td w10 rostercell_pos hidden-xs"">DT</div>"
buffalo-bills,2021,Tyler Matakevich,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Isaiah McKenzie,"<div class=""td w10 rostercell_pos hidden-xs"">WR</div>"
buffalo-bills,2021,Matt Milano,"<div class=""td w10 rostercell_pos hidden-xs"">LB</div>"
buffalo-bills,2021,Mitch Morse,"<div class=""td w10 rostercell_pos hidden-xs"">C</div>"
buffalo-bills,2021,Zack Moss,"<div class=""td w10 rostercell_pos hidden-xs"">RB</div>"
